hid1,hid2,hero1,hero2,win_no,lose_no,game_no,win_rate
20,112,Vengeful Spirit,Winter Wyvern,1.0,0.0,1.0,1.0
21,31,Windranger,Lich,3.0,0.0,3.0,1.0
21,38,Windranger,Beastmaster,2.0,0.0,2.0,1.0
21,55,Windranger,Dark Seer,3.0,0.0,3.0,1.0
21,58,Windranger,Enchantress,1.0,0.0,1.0,1.0
20,68,Vengeful Spirit,Ancient Apparition,2.0,0.0,2.0,1.0
20,66,Vengeful Spirit,Chen,1.0,0.0,1.0,1.0
20,64,Vengeful Spirit,Jakiro,1.0,0.0,1.0,1.0
17,56,Storm Spirit,Clinkz,1.0,0.0,1.0,1.0
17,65,Storm Spirit,Batrider,1.0,0.0,1.0,1.0
19,101,Tiny,Skywrath Mage,2.0,0.0,2.0,1.0
19,109,Tiny,Terrorblade,1.0,0.0,1.0,1.0
19,119,Tiny,Dark Willow,2.0,0.0,2.0,1.0
19,121,Tiny,Grimstroke,2.0,0.0,2.0,1.0
20,22,Vengeful Spirit,Zeus,4.0,0.0,4.0,1.0
17,54,Storm Spirit,Lifestealer,2.0,0.0,2.0,1.0
20,49,Vengeful Spirit,Dragon Knight,1.0,0.0,1.0,1.0
20,33,Vengeful Spirit,Enigma,1.0,0.0,1.0,1.0
20,34,Vengeful Spirit,Tinker,2.0,0.0,2.0,1.0
20,36,Vengeful Spirit,Necrophos,1.0,0.0,1.0,1.0
20,37,Vengeful Spirit,Warlock,1.0,0.0,1.0,1.0
17,43,Storm Spirit,Death Prophet,1.0,0.0,1.0,1.0
20,43,Vengeful Spirit,Death Prophet,1.0,0.0,1.0,1.0
15,47,Razor,Viper,2.0,0.0,2.0,1.0
15,43,Razor,Death Prophet,2.0,0.0,2.0,1.0
12,28,Phantom Lancer,Slardar,2.0,0.0,2.0,1.0
31,87,Lich,Disruptor,3.0,0.0,3.0,1.0
85,103,Undying,Elder Titan,1.0,0.0,1.0,1.0
98,129,Timbersaw,Mars,1.0,0.0,1.0,1.0
31,103,Lich,Elder Titan,1.0,0.0,1.0,1.0
31,114,Lich,Monkey King,4.0,0.0,4.0,1.0
31,129,Lich,Mars,5.0,0.0,5.0,1.0
85,87,Undying,Disruptor,1.0,0.0,1.0,1.0
32,38,Riki,Beastmaster,1.0,0.0,1.0,1.0
32,43,Riki,Death Prophet,1.0,0.0,1.0,1.0
32,45,Riki,Pugna,2.0,0.0,2.0,1.0
12,108,Phantom Lancer,Underlord,2.0,0.0,2.0,1.0
32,48,Riki,Luna,1.0,0.0,1.0,1.0
32,60,Riki,Night Stalker,2.0,0.0,2.0,1.0
32,72,Riki,Gyrocopter,2.0,0.0,2.0,1.0
12,103,Phantom Lancer,Elder Titan,1.0,0.0,1.0,1.0
32,79,Riki,Shadow Demon,1.0,0.0,1.0,1.0
31,89,Lich,Naga Siren,1.0,0.0,1.0,1.0
13,22,Puck,Zeus,1.0,0.0,1.0,1.0
32,88,Riki,Nyx Assassin,1.0,0.0,1.0,1.0
31,80,Lich,Lone Druid,1.0,0.0,1.0,1.0
85,109,Undying,Terrorblade,1.0,0.0,1.0,1.0
31,32,Lich,Riki,1.0,0.0,1.0,1.0
13,51,Puck,Clockwerk,1.0,0.0,1.0,1.0
13,49,Puck,Dragon Knight,3.0,0.0,3.0,1.0
31,40,Lich,Venomancer,5.0,0.0,5.0,1.0
31,43,Lich,Death Prophet,2.0,0.0,2.0,1.0
31,48,Lich,Luna,4.0,0.0,4.0,1.0
31,52,Lich,Leshrac,1.0,0.0,1.0,1.0
31,56,Lich,Clinkz,2.0,0.0,2.0,1.0
13,38,Puck,Beastmaster,1.0,0.0,1.0,1.0
31,64,Lich,Jakiro,2.0,0.0,2.0,1.0
31,68,Lich,Ancient Apparition,1.0,0.0,1.0,1.0
13,31,Puck,Lich,5.0,0.0,5.0,1.0
31,77,Lich,Lycan,1.0,0.0,1.0,1.0
31,79,Lich,Shadow Demon,1.0,0.0,1.0,1.0
99,103,Bristleback,Elder Titan,1.0,0.0,1.0,1.0
32,92,Riki,Visage,1.0,0.0,1.0,1.0
89,104,Naga Siren,Legion Commander,1.0,0.0,1.0,1.0
33,60,Enigma,Night Stalker,1.0,0.0,1.0,1.0
12,55,Phantom Lancer,Dark Seer,2.0,0.0,2.0,1.0
33,73,Enigma,Alchemist,1.0,0.0,1.0,1.0
12,52,Phantom Lancer,Leshrac,1.0,0.0,1.0,1.0
33,78,Enigma,Brewmaster,1.0,0.0,1.0,1.0
12,47,Phantom Lancer,Viper,3.0,0.0,3.0,1.0
99,112,Bristleback,Winter Wyvern,3.0,0.0,3.0,1.0
12,42,Phantom Lancer,Wraith King,1.0,0.0,1.0,1.0
12,40,Phantom Lancer,Venomancer,3.0,0.0,3.0,1.0
33,90,Enigma,Keeper of the Light,1.0,0.0,1.0,1.0
12,38,Phantom Lancer,Beastmaster,1.0,0.0,1.0,1.0
12,34,Phantom Lancer,Tinker,1.0,0.0,1.0,1.0
12,33,Phantom Lancer,Enigma,1.0,0.0,1.0,1.0
12,31,Phantom Lancer,Lich,1.0,0.0,1.0,1.0
33,95,Enigma,Troll Warlord,1.0,0.0,1.0,1.0
33,96,Enigma,Centaur Warrunner,2.0,0.0,2.0,1.0
12,60,Phantom Lancer,Night Stalker,2.0,0.0,2.0,1.0
12,66,Phantom Lancer,Chen,1.0,0.0,1.0,1.0
32,94,Riki,Medusa,1.0,0.0,1.0,1.0
12,70,Phantom Lancer,Ursa,1.0,0.0,1.0,1.0
12,90,Phantom Lancer,Keeper of the Light,2.0,0.0,2.0,1.0
32,99,Riki,Bristleback,1.0,0.0,1.0,1.0
32,101,Riki,Skywrath Mage,2.0,0.0,2.0,1.0
84,111,Ogre Magi,Oracle,1.0,0.0,1.0,1.0
12,85,Phantom Lancer,Undying,4.0,0.0,4.0,1.0
32,108,Riki,Underlord,1.0,0.0,1.0,1.0
32,112,Riki,Winter Wyvern,1.0,0.0,1.0,1.0
99,107,Bristleback,Earth Spirit,3.0,0.0,3.0,1.0
32,114,Riki,Monkey King,3.0,0.0,3.0,1.0
12,80,Phantom Lancer,Lone Druid,2.0,0.0,2.0,1.0
32,129,Riki,Mars,2.0,0.0,2.0,1.0
33,37,Enigma,Warlock,1.0,0.0,1.0,1.0
33,40,Enigma,Venomancer,1.0,0.0,1.0,1.0
33,43,Enigma,Death Prophet,1.0,0.0,1.0,1.0
33,52,Enigma,Leshrac,1.0,0.0,1.0,1.0
13,57,Puck,Omniknight,2.0,0.0,2.0,1.0
85,110,Undying,Phoenix,1.0,0.0,1.0,1.0
13,60,Puck,Night Stalker,2.0,0.0,2.0,1.0
88,123,Nyx Assassin,Hoodwink,2.0,0.0,2.0,1.0
26,55,Lion,Dark Seer,2.0,0.0,2.0,1.0
26,57,Lion,Omniknight,1.0,0.0,1.0,1.0
26,58,Lion,Enchantress,1.0,0.0,1.0,1.0
88,109,Nyx Assassin,Terrorblade,1.0,0.0,1.0,1.0
26,91,Lion,Io,3.0,0.0,3.0,1.0
88,108,Nyx Assassin,Underlord,1.0,0.0,1.0,1.0
14,92,Pudge,Visage,1.0,0.0,1.0,1.0
26,112,Lion,Winter Wyvern,4.0,0.0,4.0,1.0
88,103,Nyx Assassin,Elder Titan,2.0,0.0,2.0,1.0
27,32,Shadow Shaman,Riki,1.0,0.0,1.0,1.0
27,53,Shadow Shaman,Nature's Prophet,2.0,0.0,2.0,1.0
14,78,Pudge,Brewmaster,3.0,0.0,3.0,1.0
88,98,Nyx Assassin,Timbersaw,2.0,0.0,2.0,1.0
27,77,Shadow Shaman,Lycan,3.0,0.0,3.0,1.0
27,79,Shadow Shaman,Shadow Demon,2.0,0.0,2.0,1.0
26,31,Lion,Lich,2.0,0.0,2.0,1.0
88,128,Nyx Assassin,Snapfire,1.0,0.0,1.0,1.0
98,120,Timbersaw,Pangolier,1.0,0.0,1.0,1.0
25,103,Lina,Elder Titan,1.0,0.0,1.0,1.0
15,41,Razor,Faceless Void,5.0,0.0,5.0,1.0
25,55,Lina,Dark Seer,3.0,0.0,3.0,1.0
15,39,Razor,Queen of Pain,6.0,0.0,6.0,1.0
15,37,Razor,Warlock,1.0,0.0,1.0,1.0
15,33,Razor,Enigma,2.0,0.0,2.0,1.0
25,65,Lina,Batrider,3.0,0.0,3.0,1.0
89,102,Naga Siren,Abaddon,1.0,0.0,1.0,1.0
97,114,Magnus,Monkey King,2.0,0.0,2.0,1.0
25,74,Lina,Invoker,2.0,0.0,2.0,1.0
97,120,Magnus,Pangolier,1.0,0.0,1.0,1.0
25,76,Lina,Outworld Devourer,3.0,0.0,3.0,1.0
97,121,Magnus,Grimstroke,2.0,0.0,2.0,1.0
89,100,Naga Siren,Tusk,1.0,0.0,1.0,1.0
89,97,Naga Siren,Magnus,2.0,0.0,2.0,1.0
89,94,Naga Siren,Medusa,2.0,0.0,2.0,1.0
27,90,Shadow Shaman,Keeper of the Light,1.0,0.0,1.0,1.0
27,111,Shadow Shaman,Oracle,1.0,0.0,1.0,1.0
27,120,Shadow Shaman,Pangolier,2.0,0.0,2.0,1.0
87,123,Disruptor,Hoodwink,3.0,0.0,3.0,1.0
29,110,Tidehunter,Phoenix,3.0,0.0,3.0,1.0
29,113,Tidehunter,Arc Warden,1.0,0.0,1.0,1.0
85,129,Undying,Mars,2.0,0.0,2.0,1.0
30,38,Witch Doctor,Beastmaster,2.0,0.0,2.0,1.0
13,96,Puck,Centaur Warrunner,2.0,0.0,2.0,1.0
13,95,Puck,Troll Warlord,1.0,0.0,1.0,1.0
30,40,Witch Doctor,Venomancer,5.0,0.0,5.0,1.0
30,52,Witch Doctor,Leshrac,1.0,0.0,1.0,1.0
30,61,Witch Doctor,Broodmother,1.0,0.0,1.0,1.0
85,120,Undying,Pangolier,1.0,0.0,1.0,1.0
30,80,Witch Doctor,Lone Druid,2.0,0.0,2.0,1.0
13,79,Puck,Shadow Demon,1.0,0.0,1.0,1.0
98,114,Timbersaw,Monkey King,3.0,0.0,3.0,1.0
85,114,Undying,Monkey King,2.0,0.0,2.0,1.0
30,107,Witch Doctor,Earth Spirit,1.0,0.0,1.0,1.0
13,106,Puck,Ember Spirit,2.0,0.0,2.0,1.0
13,107,Puck,Earth Spirit,1.0,0.0,1.0,1.0
86,89,Rubick,Naga Siren,2.0,0.0,2.0,1.0
29,49,Tidehunter,Dragon Knight,1.0,0.0,1.0,1.0
28,43,Slardar,Death Prophet,2.0,0.0,2.0,1.0
28,73,Slardar,Alchemist,1.0,0.0,1.0,1.0
28,99,Slardar,Bristleback,1.0,0.0,1.0,1.0
87,89,Disruptor,Naga Siren,4.0,0.0,4.0,1.0
28,121,Slardar,Grimstroke,4.0,0.0,4.0,1.0
86,128,Rubick,Snapfire,5.0,0.0,5.0,1.0
29,52,Tidehunter,Leshrac,1.0,0.0,1.0,1.0
86,92,Rubick,Visage,1.0,0.0,1.0,1.0
86,114,Rubick,Monkey King,5.0,0.0,5.0,1.0
86,109,Rubick,Terrorblade,3.0,0.0,3.0,1.0
29,70,Tidehunter,Ursa,3.0,0.0,3.0,1.0
86,100,Rubick,Tusk,1.0,0.0,1.0,1.0
13,113,Puck,Arc Warden,1.0,0.0,1.0,1.0
29,99,Tidehunter,Bristleback,1.0,0.0,1.0,1.0
49,113,Dragon Knight,Arc Warden,2.0,0.0,2.0,1.0
18,51,Sven,Clockwerk,1.0,0.0,1.0,1.0
2,53,Axe,Nature's Prophet,1.0,0.0,1.0,1.0
70,114,Ursa,Monkey King,3.0,0.0,3.0,1.0
62,82,Bounty Hunter,Meepo,2.0,0.0,2.0,1.0
53,106,Nature's Prophet,Ember Spirit,1.0,0.0,1.0,1.0
64,78,Jakiro,Brewmaster,2.0,0.0,2.0,1.0
106,135,Ember Spirit,Dawnbreaker,1.0,0.0,1.0,1.0
64,80,Jakiro,Lone Druid,2.0,0.0,2.0,1.0
57,60,Omniknight,Night Stalker,1.0,0.0,1.0,1.0
2,15,Axe,Razor,1.0,0.0,1.0,1.0
5,60,Crystal Maiden,Night Stalker,3.0,0.0,3.0,1.0
62,76,Bounty Hunter,Outworld Devourer,5.0,0.0,5.0,1.0
70,112,Ursa,Winter Wyvern,8.0,0.0,8.0,1.0
53,120,Nature's Prophet,Pangolier,2.0,0.0,2.0,1.0
64,95,Jakiro,Troll Warlord,4.0,0.0,4.0,1.0
57,64,Omniknight,Jakiro,1.0,0.0,1.0,1.0
73,126,Alchemist,Void Spirit,3.0,0.0,3.0,1.0
5,65,Crystal Maiden,Batrider,1.0,0.0,1.0,1.0
64,97,Jakiro,Magnus,7.0,0.0,7.0,1.0
119,120,Dark Willow,Pangolier,4.0,0.0,4.0,1.0
64,107,Jakiro,Earth Spirit,2.0,0.0,2.0,1.0
73,128,Alchemist,Snapfire,4.0,0.0,4.0,1.0
72,102,Gyrocopter,Abaddon,1.0,0.0,1.0,1.0
121,128,Grimstroke,Snapfire,3.0,0.0,3.0,1.0
5,52,Crystal Maiden,Leshrac,1.0,0.0,1.0,1.0
61,104,Broodmother,Legion Commander,1.0,0.0,1.0,1.0
72,109,Gyrocopter,Terrorblade,1.0,0.0,1.0,1.0
72,119,Gyrocopter,Dark Willow,1.0,0.0,1.0,1.0
72,110,Gyrocopter,Phoenix,1.0,0.0,1.0,1.0
56,114,Clinkz,Monkey King,1.0,0.0,1.0,1.0
2,33,Axe,Enigma,1.0,0.0,1.0,1.0
4,41,Bloodseeker,Faceless Void,2.0,0.0,2.0,1.0
110,114,Phoenix,Monkey King,4.0,0.0,4.0,1.0
56,119,Clinkz,Dark Willow,2.0,0.0,2.0,1.0
54,69,Lifestealer,Doom,2.0,0.0,2.0,1.0
56,120,Clinkz,Pangolier,1.0,0.0,1.0,1.0
2,28,Axe,Slardar,1.0,0.0,1.0,1.0
53,135,Nature's Prophet,Dawnbreaker,1.0,0.0,1.0,1.0
56,136,Clinkz,Marci,1.0,0.0,1.0,1.0
2,97,Axe,Magnus,3.0,0.0,3.0,1.0
4,32,Bloodseeker,Riki,4.0,0.0,4.0,1.0
107,108,Earth Spirit,Underlord,1.0,0.0,1.0,1.0
54,61,Lifestealer,Broodmother,1.0,0.0,1.0,1.0
54,56,Lifestealer,Clinkz,1.0,0.0,1.0,1.0
54,55,Lifestealer,Dark Seer,2.0,0.0,2.0,1.0
4,31,Bloodseeker,Lich,1.0,0.0,1.0,1.0
73,111,Alchemist,Oracle,1.0,0.0,1.0,1.0
2,7,Axe,Earthshaker,6.0,0.0,6.0,1.0
5,69,Crystal Maiden,Doom,2.0,0.0,2.0,1.0
53,80,Nature's Prophet,Lone Druid,1.0,0.0,1.0,1.0
52,121,Leshrac,Grimstroke,1.0,0.0,1.0,1.0
57,95,Omniknight,Troll Warlord,1.0,0.0,1.0,1.0
65,108,Batrider,Underlord,1.0,0.0,1.0,1.0
5,87,Crystal Maiden,Disruptor,1.0,0.0,1.0,1.0
52,123,Leshrac,Hoodwink,2.0,0.0,2.0,1.0
1,113,Anti-Mage,Arc Warden,1.0,0.0,1.0,1.0
61,110,Broodmother,Phoenix,1.0,0.0,1.0,1.0
5,89,Crystal Maiden,Naga Siren,3.0,0.0,3.0,1.0
5,91,Crystal Maiden,Io,1.0,0.0,1.0,1.0
61,106,Broodmother,Ember Spirit,1.0,0.0,1.0,1.0
52,120,Leshrac,Pangolier,1.0,0.0,1.0,1.0
53,77,Nature's Prophet,Lycan,1.0,0.0,1.0,1.0
52,114,Leshrac,Monkey King,1.0,0.0,1.0,1.0
65,109,Batrider,Terrorblade,1.0,0.0,1.0,1.0
52,112,Leshrac,Winter Wyvern,1.0,0.0,1.0,1.0
57,97,Omniknight,Magnus,1.0,0.0,1.0,1.0
55,87,Dark Seer,Disruptor,1.0,0.0,1.0,1.0
1,110,Anti-Mage,Phoenix,1.0,0.0,1.0,1.0
70,89,Ursa,Naga Siren,1.0,0.0,1.0,1.0
52,110,Leshrac,Phoenix,1.0,0.0,1.0,1.0
52,109,Leshrac,Terrorblade,1.0,0.0,1.0,1.0
70,92,Ursa,Visage,1.0,0.0,1.0,1.0
61,112,Broodmother,Winter Wyvern,1.0,0.0,1.0,1.0
57,86,Omniknight,Rubick,1.0,0.0,1.0,1.0
61,119,Broodmother,Dark Willow,1.0,0.0,1.0,1.0
57,75,Omniknight,Silencer,3.0,0.0,3.0,1.0
57,77,Omniknight,Lycan,1.0,0.0,1.0,1.0
64,111,Jakiro,Oracle,1.0,0.0,1.0,1.0
64,112,Jakiro,Winter Wyvern,2.0,0.0,2.0,1.0
65,67,Batrider,Spectre,1.0,0.0,1.0,1.0
65,70,Batrider,Ursa,2.0,0.0,2.0,1.0
74,77,Invoker,Lycan,2.0,0.0,2.0,1.0
2,107,Axe,Earth Spirit,1.0,0.0,1.0,1.0
71,82,Spirit Breaker,Meepo,1.0,0.0,1.0,1.0
5,75,Crystal Maiden,Silencer,4.0,0.0,4.0,1.0
74,80,Invoker,Lone Druid,1.0,0.0,1.0,1.0
5,79,Crystal Maiden,Shadow Demon,1.0,0.0,1.0,1.0
5,80,Crystal Maiden,Lone Druid,4.0,0.0,4.0,1.0
53,67,Nature's Prophet,Spectre,1.0,0.0,1.0,1.0
65,82,Batrider,Meepo,1.0,0.0,1.0,1.0
65,88,Batrider,Nyx Assassin,1.0,0.0,1.0,1.0
57,83,Omniknight,Treant Protector,2.0,0.0,2.0,1.0
57,84,Omniknight,Ogre Magi,1.0,0.0,1.0,1.0
70,94,Ursa,Medusa,3.0,0.0,3.0,1.0
56,107,Clinkz,Earth Spirit,2.0,0.0,2.0,1.0
109,129,Terrorblade,Mars,1.0,0.0,1.0,1.0
73,108,Alchemist,Underlord,2.0,0.0,2.0,1.0
63,66,Weaver,Chen,1.0,0.0,1.0,1.0
55,68,Dark Seer,Ancient Apparition,3.0,0.0,3.0,1.0
55,67,Dark Seer,Spectre,2.0,0.0,2.0,1.0
62,109,Bounty Hunter,Terrorblade,1.0,0.0,1.0,1.0
63,65,Weaver,Batrider,1.0,0.0,1.0,1.0
55,65,Dark Seer,Batrider,1.0,0.0,1.0,1.0
4,87,Bloodseeker,Disruptor,4.0,0.0,4.0,1.0
62,106,Bounty Hunter,Ember Spirit,4.0,0.0,4.0,1.0
55,98,Dark Seer,Timbersaw,1.0,0.0,1.0,1.0
55,63,Dark Seer,Weaver,4.0,0.0,4.0,1.0
63,67,Weaver,Spectre,3.0,0.0,3.0,1.0
54,113,Lifestealer,Arc Warden,1.0,0.0,1.0,1.0
73,88,Alchemist,Nyx Assassin,1.0,0.0,1.0,1.0
55,60,Dark Seer,Night Stalker,1.0,0.0,1.0,1.0
55,59,Dark Seer,Huskar,1.0,0.0,1.0,1.0
55,57,Dark Seer,Omniknight,2.0,0.0,2.0,1.0
73,91,Alchemist,Io,1.0,0.0,1.0,1.0
55,101,Dark Seer,Skywrath Mage,1.0,0.0,1.0,1.0
63,72,Weaver,Gyrocopter,4.0,0.0,4.0,1.0
73,87,Alchemist,Disruptor,2.0,0.0,2.0,1.0
54,120,Lifestealer,Pangolier,2.0,0.0,2.0,1.0
62,119,Bounty Hunter,Dark Willow,1.0,0.0,1.0,1.0
4,121,Bloodseeker,Grimstroke,2.0,0.0,2.0,1.0
55,94,Dark Seer,Medusa,2.0,0.0,2.0,1.0
55,71,Dark Seer,Spirit Breaker,4.0,0.0,4.0,1.0
55,88,Dark Seer,Nyx Assassin,2.0,0.0,2.0,1.0
108,119,Underlord,Dark Willow,1.0,0.0,1.0,1.0
55,84,Dark Seer,Ogre Magi,5.0,0.0,5.0,1.0
108,121,Underlord,Grimstroke,1.0,0.0,1.0,1.0
73,89,Alchemist,Naga Siren,2.0,0.0,2.0,1.0
55,91,Dark Seer,Io,1.0,0.0,1.0,1.0
108,112,Underlord,Winter Wyvern,2.0,0.0,2.0,1.0
62,111,Bounty Hunter,Oracle,1.0,0.0,1.0,1.0
55,83,Dark Seer,Treant Protector,1.0,0.0,1.0,1.0
108,111,Underlord,Oracle,2.0,0.0,2.0,1.0
62,110,Bounty Hunter,Phoenix,2.0,0.0,2.0,1.0
55,76,Dark Seer,Outworld Devourer,1.0,0.0,1.0,1.0
4,92,Bloodseeker,Visage,1.0,0.0,1.0,1.0
4,109,Bloodseeker,Terrorblade,2.0,0.0,2.0,1.0
4,111,Bloodseeker,Oracle,2.0,0.0,2.0,1.0
55,75,Dark Seer,Silencer,2.0,0.0,2.0,1.0
108,123,Underlord,Hoodwink,2.0,0.0,2.0,1.0
55,74,Dark Seer,Invoker,2.0,0.0,2.0,1.0
55,73,Dark Seer,Alchemist,1.0,0.0,1.0,1.0
63,73,Weaver,Alchemist,1.0,0.0,1.0,1.0
55,106,Dark Seer,Ember Spirit,1.0,0.0,1.0,1.0
63,108,Weaver,Underlord,2.0,0.0,2.0,1.0
56,91,Clinkz,Io,1.0,0.0,1.0,1.0
107,112,Earth Spirit,Winter Wyvern,1.0,0.0,1.0,1.0
63,101,Weaver,Skywrath Mage,4.0,0.0,4.0,1.0
62,96,Bounty Hunter,Centaur Warrunner,4.0,0.0,4.0,1.0
2,47,Axe,Viper,3.0,0.0,3.0,1.0
54,89,Lifestealer,Naga Siren,1.0,0.0,1.0,1.0
73,79,Alchemist,Shadow Demon,1.0,0.0,1.0,1.0
4,55,Bloodseeker,Dark Seer,2.0,0.0,2.0,1.0
63,103,Weaver,Elder Titan,1.0,0.0,1.0,1.0
4,53,Bloodseeker,Nature's Prophet,2.0,0.0,2.0,1.0
56,95,Clinkz,Troll Warlord,1.0,0.0,1.0,1.0
55,107,Dark Seer,Earth Spirit,1.0,0.0,1.0,1.0
5,31,Crystal Maiden,Lich,2.0,0.0,2.0,1.0
5,32,Crystal Maiden,Riki,3.0,0.0,3.0,1.0
2,91,Axe,Io,2.0,0.0,2.0,1.0
107,110,Earth Spirit,Phoenix,1.0,0.0,1.0,1.0
4,48,Bloodseeker,Luna,2.0,0.0,2.0,1.0
73,106,Alchemist,Ember Spirit,1.0,0.0,1.0,1.0
56,104,Clinkz,Legion Commander,2.0,0.0,2.0,1.0
54,77,Lifestealer,Lycan,1.0,0.0,1.0,1.0
5,37,Crystal Maiden,Warlock,2.0,0.0,2.0,1.0
4,59,Bloodseeker,Huskar,3.0,0.0,3.0,1.0
73,85,Alchemist,Undying,2.0,0.0,2.0,1.0
55,136,Dark Seer,Marci,1.0,0.0,1.0,1.0
55,128,Dark Seer,Snapfire,2.0,0.0,2.0,1.0
4,79,Bloodseeker,Shadow Demon,2.0,0.0,2.0,1.0
4,78,Bloodseeker,Brewmaster,1.0,0.0,1.0,1.0
55,108,Dark Seer,Underlord,2.0,0.0,2.0,1.0
54,111,Lifestealer,Oracle,1.0,0.0,1.0,1.0
55,109,Dark Seer,Terrorblade,2.0,0.0,2.0,1.0
55,110,Dark Seer,Phoenix,1.0,0.0,1.0,1.0
55,112,Dark Seer,Winter Wyvern,1.0,0.0,1.0,1.0
54,110,Lifestealer,Phoenix,2.0,0.0,2.0,1.0
4,72,Bloodseeker,Gyrocopter,2.0,0.0,2.0,1.0
55,121,Dark Seer,Grimstroke,1.0,0.0,1.0,1.0
63,91,Weaver,Io,1.0,0.0,1.0,1.0
73,97,Alchemist,Magnus,1.0,0.0,1.0,1.0
62,99,Bounty Hunter,Bristleback,2.0,0.0,2.0,1.0
120,126,Pangolier,Void Spirit,1.0,0.0,1.0,1.0
2,89,Axe,Naga Siren,3.0,0.0,3.0,1.0
55,123,Dark Seer,Hoodwink,1.0,0.0,1.0,1.0
113,120,Arc Warden,Pangolier,2.0,0.0,2.0,1.0
54,100,Lifestealer,Tusk,2.0,0.0,2.0,1.0
55,126,Dark Seer,Void Spirit,1.0,0.0,1.0,1.0
65,128,Batrider,Snapfire,1.0,0.0,1.0,1.0
57,100,Omniknight,Tusk,1.0,0.0,1.0,1.0
52,104,Leshrac,Legion Commander,1.0,0.0,1.0,1.0
106,109,Ember Spirit,Terrorblade,1.0,0.0,1.0,1.0
3,89,Bane,Naga Siren,1.0,0.0,1.0,1.0
50,111,Dazzle,Oracle,1.0,0.0,1.0,1.0
59,69,Huskar,Doom,1.0,0.0,1.0,1.0
60,98,Night Stalker,Timbersaw,1.0,0.0,1.0,1.0
50,108,Dazzle,Underlord,6.0,0.0,6.0,1.0
68,87,Ancient Apparition,Disruptor,1.0,0.0,1.0,1.0
3,87,Bane,Disruptor,1.0,0.0,1.0,1.0
59,72,Huskar,Gyrocopter,2.0,0.0,2.0,1.0
59,73,Huskar,Alchemist,1.0,0.0,1.0,1.0
59,74,Huskar,Invoker,2.0,0.0,2.0,1.0
58,136,Enchantress,Marci,1.0,0.0,1.0,1.0
6,52,Drow Ranger,Leshrac,1.0,0.0,1.0,1.0
1,32,Anti-Mage,Riki,1.0,0.0,1.0,1.0
50,103,Dazzle,Elder Titan,1.0,0.0,1.0,1.0
113,126,Arc Warden,Void Spirit,2.0,0.0,2.0,1.0
69,119,Doom,Dark Willow,3.0,0.0,3.0,1.0
59,77,Huskar,Lycan,1.0,0.0,1.0,1.0
3,33,Bane,Enigma,1.0,0.0,1.0,1.0
59,78,Huskar,Brewmaster,1.0,0.0,1.0,1.0
68,97,Ancient Apparition,Magnus,2.0,0.0,2.0,1.0
59,66,Huskar,Chen,1.0,0.0,1.0,1.0
60,99,Night Stalker,Bristleback,2.0,0.0,2.0,1.0
3,78,Bane,Brewmaster,1.0,0.0,1.0,1.0
68,72,Ancient Apparition,Gyrocopter,3.0,0.0,3.0,1.0
52,101,Leshrac,Skywrath Mage,1.0,0.0,1.0,1.0
51,52,Clockwerk,Leshrac,1.0,0.0,1.0,1.0
1,54,Anti-Mage,Lifestealer,1.0,0.0,1.0,1.0
3,20,Bane,Vengeful Spirit,1.0,0.0,1.0,1.0
72,73,Gyrocopter,Alchemist,2.0,0.0,2.0,1.0
1,52,Anti-Mage,Leshrac,2.0,0.0,2.0,1.0
60,111,Night Stalker,Oracle,1.0,0.0,1.0,1.0
6,41,Drow Ranger,Faceless Void,3.0,0.0,3.0,1.0
58,97,Enchantress,Magnus,1.0,0.0,1.0,1.0
68,75,Ancient Apparition,Silencer,3.0,0.0,3.0,1.0
1,40,Anti-Mage,Venomancer,3.0,0.0,3.0,1.0
58,98,Enchantress,Timbersaw,1.0,0.0,1.0,1.0
3,100,Bane,Tusk,1.0,0.0,1.0,1.0
58,109,Enchantress,Terrorblade,2.0,0.0,2.0,1.0
50,119,Dazzle,Dark Willow,2.0,0.0,2.0,1.0
58,120,Enchantress,Pangolier,1.0,0.0,1.0,1.0
68,79,Ancient Apparition,Shadow Demon,1.0,0.0,1.0,1.0
58,126,Enchantress,Void Spirit,1.0,0.0,1.0,1.0
60,105,Night Stalker,Techies,2.0,0.0,2.0,1.0
3,93,Bane,Slark,3.0,0.0,3.0,1.0
6,57,Drow Ranger,Omniknight,2.0,0.0,2.0,1.0
112,113,Winter Wyvern,Arc Warden,2.0,0.0,2.0,1.0
1,56,Anti-Mage,Clinkz,1.0,0.0,1.0,1.0
69,89,Doom,Naga Siren,2.0,0.0,2.0,1.0
50,79,Dazzle,Shadow Demon,2.0,0.0,2.0,1.0
60,63,Night Stalker,Weaver,4.0,0.0,4.0,1.0
60,80,Night Stalker,Lone Druid,1.0,0.0,1.0,1.0
69,102,Doom,Abaddon,1.0,0.0,1.0,1.0
1,12,Anti-Mage,Phantom Lancer,1.0,0.0,1.0,1.0
50,65,Dazzle,Batrider,1.0,0.0,1.0,1.0
69,84,Doom,Ogre Magi,3.0,0.0,3.0,1.0
3,50,Bane,Dazzle,1.0,0.0,1.0,1.0
69,88,Doom,Nyx Assassin,1.0,0.0,1.0,1.0
113,119,Arc Warden,Dark Willow,2.0,0.0,2.0,1.0
59,135,Huskar,Dawnbreaker,1.0,0.0,1.0,1.0
6,79,Drow Ranger,Shadow Demon,2.0,0.0,2.0,1.0
